535,Fractures of hip & pelvis w MCC,OTHER ORTHOPAEDICS
536,Fractures of hip & pelvis w/o MCC,OTHER ORTHOPAEDICS
537,"Sprains, strains, & dislocations of hip, pelvis & thigh w CC/MCC",OTHER ORTHOPAEDICS
538,"Sprains, strains, & dislocations of hip, pelvis & thigh w/o CC/MCC",OTHER ORTHOPAEDICS
539,Osteomyelitis w MCC,OTHER ORTHOPAEDICS
540,Osteomyelitis w CC,OTHER ORTHOPAEDICS
541,Osteomyelitis w/o CC/MCC,OTHER ORTHOPAEDICS
542,Pathological fractures & musculoskelet & conn tiss malig w MCC,OTHER ORTHOPAEDICS
543,Pathological fractures & musculoskelet & conn tiss malig w CC,OTHER ORTHOPAEDICS
544,Pathological fractures & musculoskelet & conn tiss malig w/o CC/MCC,OTHER ORTHOPAEDICS
545,Connective tissue disorders w MCC,OTHER ORTHOPAEDICS
546,Connective tissue disorders w CC,OTHER ORTHOPAEDICS
547,Connective tissue disorders w/o CC/MCC,OTHER ORTHOPAEDICS
548,Septic arthritis w MCC,RHEUMATOLOGY
549,Septic arthritis w CC,RHEUMATOLOGY
550,Septic arthritis w/o CC/MCC,RHEUMATOLOGY
551,Medical back problems w MCC,OTHER ORTHOPAEDICS
552,Medical back problems w/o MCC,OTHER ORTHOPAEDICS
553,Bone diseases & arthropathies w MCC,RHEUMATOLOGY
554,Bone diseases & arthropathies w/o MCC,RHEUMATOLOGY
555,Signs & symptoms of musculoskeletal system & conn tissue w MCC,RHEUMATOLOGY
556,Signs & symptoms of musculoskeletal system & conn tissue w/o MCC,RHEUMATOLOGY
557,"Tendonitis, myositis & bursitis w MCC",OTHER ORTHOPAEDICS
558,"Tendonitis, myositis & bursitis w/o MCC",OTHER ORTHOPAEDICS
559,"Aftercare, musculoskeletal system & connective tissue w MCC",OTHER ORTHOPAEDICS
560,"Aftercare, musculoskeletal system & connective tissue w CC",OTHER ORTHOPAEDICS
561,"Aftercare, musculoskeletal system & connective tissue w/o CC/MCC",OTHER ORTHOPAEDICS
562,"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w MCC",OTHER ORTHOPAEDICS
563,"Fx, sprn, strn & disl except femur, hip, pelvis & thigh w/o MCC",OTHER ORTHOPAEDICS
564,Other musculoskeletal sys & connective tissue diagnoses w MCC,DERMATOLOGY
565,Other musculoskeletal sys & connective tissue diagnoses w CC,RHEUMATOLOGY
566,Other musculoskeletal sys & connective tissue diagnoses w/o CC/MCC,RHEUMATOLOGY
573,Skin graft &/or debrid for skn ulcer or cellulitis w MCC,GENERAL SURGERY
574,Skin graft &/or debrid for skn ulcer or cellulitis w CC,GENERAL SURGERY
575,Skin graft &/or debrid for skn ulcer or cellulitis w/o CC/MCC,GENERAL SURGERY
576,Skin graft &/or debrid exc for skin ulcer or cellulitis w MCC,GENERAL SURGERY
577,Skin graft &/or debrid exc for skin ulcer or cellulitis w CC,GENERAL SURGERY
578,Skin graft &/or debrid exc for skin ulcer or cellulitis w/o CC/MCC,GENERAL SURGERY
579,"Other skin, subcut tiss & breast proc w MCC",GENERAL SURGERY
580,"Other skin, subcut tiss & breast proc w CC",GENERAL SURGERY
581,"Other skin, subcut tiss & breast proc w/o CC/MCC",GENERAL SURGERY
582,Mastectomy for malignancy w CC/MCC,ONCOLOGY/HEMATOLOGY
583,Mastectomy for malignancy w/o CC/MCC,ONCOLOGY/HEMATOLOGY
584,"Breast biopsy, local excision & other breast procedures w CC/MCC",ONCOLOGY/HEMATOLOGY
585,"Breast biopsy, local excision & other breast procedures w/o CC/MCC",ONCOLOGY/HEMATOLOGY
592,Skin ulcers w MCC,DERMATOLOGY
593,Skin ulcers w CC,DERMATOLOGY
594,Skin ulcers w/o CC/MCC,DERMATOLOGY
595,Major skin disorders w MCC,DERMATOLOGY
596,Major skin disorders w/o MCC,DERMATOLOGY
597,Malignant breast disorders w MCC,ONCOLOGY/HEMATOLOGY
598,Malignant breast disorders w CC,ONCOLOGY/HEMATOLOGY
599,Malignant breast disorders w/o CC/MCC,ONCOLOGY/HEMATOLOGY
600,Non-malignant breast disorders w CC/MCC,DERMATOLOGY
601,Non-malignant breast disorders w/o CC/MCC,DERMATOLOGY
602,Cellulitis w MCC,DERMATOLOGY
603,Cellulitis w/o MCC,DERMATOLOGY
604,"Trauma to the skin, subcut tiss & breast w MCC",DERMATOLOGY
605,"Trauma to the skin, subcut tiss & breast w/o MCC",DERMATOLOGY
606,Minor skin disorders w MCC,DERMATOLOGY
607,Minor skin disorders w/o MCC,DERMATOLOGY
614,Adrenal & pituitary procedures w CC/MCC,GENERAL SURGERY
615,Adrenal & pituitary procedures w/o CC/MCC,GENERAL SURGERY
616,"Amputat of lower limb for endocrine,nutrit,& metabol dis w MCC",OTHER ORTHOPAEDICS
617,"Amputat of lower limb for endocrine,nutrit,& metabol dis w CC",OTHER ORTHOPAEDICS
618,"Amputat of lower limb for endocrine,nutrit,& metabol dis w/o CC/MCC",OTHER ORTHOPAEDICS
619,O.R. procedures for obesity w MCC,GENERAL SURGERY
620,O.R. procedures for obesity w CC,GENERAL SURGERY
621,O.R. procedures for obesity w/o CC/MCC,GENERAL SURGERY
622,"Skin grafts & wound debrid for endoc, nutrit & metab dis w MCC",GENERAL SURGERY
623,"Skin grafts & wound debrid for endoc, nutrit & metab dis w CC",GENERAL SURGERY
624,"Skin grafts & wound debrid for endoc, nutrit & metab dis w/o CC/MCC",GENERAL SURGERY
625,"Thyroid, parathyroid & thyroglossal procedures w MCC",GENERAL SURGERY
626,"Thyroid, parathyroid & thyroglossal procedures w CC",GENERAL SURGERY
627,"Thyroid, parathyroid & thyroglossal procedures w/o CC/MCC",GENERAL SURGERY
628,"Other endocrine, nutrit & metab O.R. proc w MCC",GENERAL SURGERY
629,"Other endocrine, nutrit & metab O.R. proc w CC",GENERAL SURGERY
630,"Other endocrine, nutrit & metab O.R. proc w/o CC/MCC",GENERAL SURGERY
637,Diabetes w MCC,ENDOCRINOLOGY
638,Diabetes w CC,ENDOCRINOLOGY
639,Diabetes w/o CC/MCC,ENDOCRINOLOGY
640,Nutritional & misc metabolic disorders w MCC,ENDOCRINOLOGY
641,Nutritional & misc metabolic disorders w/o MCC,ENDOCRINOLOGY
642,Inborn errors of metabolism,ENDOCRINOLOGY
643,Endocrine disorders w MCC,ENDOCRINOLOGY
644,Endocrine disorders w CC,ENDOCRINOLOGY
645,Endocrine disorders w/o CC/MCC,ENDOCRINOLOGY
652,Kidney transplant,UROLOGY
653,Major bladder procedures w MCC,UROLOGY
654,Major bladder procedures w CC,UROLOGY
655,Major bladder procedures w/o CC/MCC  ,UROLOGY
656,Kidney & ureter procedures for neoplasm w MCC,UROLOGY
657,Kidney & ureter procedures forneoplasm w CC,UROLOGY
658,Kidney & ureter procedures for neoplasm w/o CC/MCC,UROLOGY
659,Kidney & ureter procedures for non-neoplasm w MCC,UROLOGY
660,Kidney & ureter procedures for non-neoplasm w CC,UROLOGY
661,Kidney & ureter procedures for non-neoplasm w/o CC/MCC,UROLOGY
662,Minor bladder procedures w MCC,UROLOGY
663,Minor bladder procedures w CC,UROLOGY
664,Minor bladder procedures w/o CC/MCC,UROLOGY
665,Prostatectomy w MCC,UROLOGY
666,Prostatectomy w CC,UROLOGY
667,Prostatectomy w/o CC/MCC,UROLOGY
668,Transurethral procedures w MCC,UROLOGY
669,Transurethral procedures w CC,UROLOGY
670,Transurethral procedures w/o CC/MCC,UROLOGY
671,Urethral procedures w CC/MCC,UROLOGY
672,Urethral procedures w/o CC/MCC,UROLOGY
673,Other kidney & urinary tract procedures w MCC,UROLOGY
674,Other kidney & urinary tract procedures w CC,UROLOGY
675,Other kidney & urinary tract procedures w/o CC/MCC,UROLOGY
682,Renal failure w MCC,NEPHROLOGY
683,Renal failure w CC,NEPHROLOGY
684,Renal failure w/o CC/MCC,NEPHROLOGY
685,Admit for renal dialysis,NEPHROLOGY
686,Kidney & urinary tract neoplasms w MCC,NEPHROLOGY
687,Kidney & urinary tract neoplasms w CC,NEPHROLOGY
688,Kidney & urinary tract neoplasms w/o CC/MCC,NEPHROLOGY
689,Kidney & urinary tract infections w MCC,NEPHROLOGY
690,Kidney & urinary tract infections w/o MCC,NEPHROLOGY
691,Urinary stones w esw lithotripsy w CC/MCC,UROLOGY
692,Urinary stones w esw lithotripsy w/o CC/MCC,UROLOGY
693,Urinary stones w/o esw lithotripsy w MCC,UROLOGY
694,Urinary stones w/o esw lithotripsy w/o MCC,UROLOGY
695,Kidney & urinary tract signs & symptoms w MCC,NEPHROLOGY
696,Kidney & urinary tract signs & symptoms w/o MCC,NEPHROLOGY
697,Urethral stricture,UROLOGY
698,Other kidney & urinary tract diagnoses w MCC,NEPHROLOGY
699,Other kidney & urinary tract diagnoses w CC,NEPHROLOGY
700,Other kidney & urinary tract diagnoses w/o CC/MCC,NEPHROLOGY
707,Major male pelvic procedures w CC/MCC,UROLOGY
708,Major male pelvic procedures w/o CC/MCC,UROLOGY
709,Penis procedures w CC/MCC,UROLOGY
710,Penis procedures w/o CC/MCC,UROLOGY
711,Testes procedures w CC/MCC,UROLOGY
712,Testes procedures w/o CC/MCC,UROLOGY
713,Transurethral prostatectomy w CC/MCC,UROLOGY
714,Transurethral prostatectomy w/o CC/MCC,UROLOGY
715,Other male reproductive system O.R. proc for malignancy w CC/MCC,UROLOGY
716,Other male reproductive system O.R. proc for malignancy w/o CC/MCC,UROLOGY
717,Other male reproductive system O.R. proc exc malignancy w CC/MCC,UROLOGY
718,Other male reproductive system O.R. proc exc malignancy w/o CC/MCC,UROLOGY
722,"Malignancy, male reproductive system w MCC",ONCOLOGY/HEMATOLOGY
723,"Malignancy, male reproductive system w CC",ONCOLOGY/HEMATOLOGY
724,"Malignancy, male reproductive system w/o CC/MCC",ONCOLOGY/HEMATOLOGY
725,Benign prostatic hypertrophy w MCC,UROLOGY
726,Benign prostatic hypertrophy w/o MCC,UROLOGY
727,Inflammation of the male reproductive system w MCC,UROLOGY
728,Inflammation of the male reproductive system w/o MCC,UROLOGY
729,Other male reproductive system diagnoses w CC/MCC,UROLOGY
730,Other male reproductive system diagnoses w/o CC/MCC,UROLOGY
734,"Pelvic evisceration, rad hysterectomy & rad vulvectomy w CC/MCC",GYNECOLOGY
735,"Pelvic evisceration, rad hysterectomy & rad vulvectomy w/o CC/MCC",GYNECOLOGY
736,Uterine & adnexa proc for ovarian or adnexal malignancy w MCC,ONCOLOGY/HEMATOLOGY
737,Uterine & adnexa proc for ovarian or adnexal malignancy w CC,ONCOLOGY/HEMATOLOGY
738,Uterine & adnexa proc for ovarian or adnexal malignancy w/o CC/MCC,ONCOLOGY/HEMATOLOGY
739,"Uterine,adnexa proc for non-ovarian/adnexal malig w MCC",ONCOLOGY/HEMATOLOGY
740,"Uterine,adnexa proc for non-ovarian/adnexal malig w CC",ONCOLOGY/HEMATOLOGY
741,"Uterine,adnexa proc for non-ovarian/adnexal malig w/o CC/MCC",ONCOLOGY/HEMATOLOGY
742,Uterine & adnexa proc for non-malignancy w CC/MCC,GYNECOLOGY
743,Uterine & adnexa proc for non-malignancy w/o CC/MCC,GYNECOLOGY
744,"D&C, conization, laparoscopy & tubal interruption w CC/MCC",GYNECOLOGY
745,"D&C, conization, laparoscopy & tubal interruption w/o CC/MCC",GYNECOLOGY
746,"Vagina, cervix & vulva procedures w CC/MCC",GYNECOLOGY
747,"Vagina, cervix & vulva procedures w/o CC/MCC",GYNECOLOGY
748,Female reproductive system reconstructive procedures,GYNECOLOGY
749,Other female reproductive system O.R. procedures w CC/MCC,GYNECOLOGY
750,Other female reproductive system O.R. procedures w/o CC/MCC,GYNECOLOGY
754,"Malignancy, female reproductive system w MCC",ONCOLOGY/HEMATOLOGY
755,"Malignancy, female reproductive system w CC",ONCOLOGY/HEMATOLOGY
756,"Malignancy, female reproductive system w/o CC/MCC",ONCOLOGY/HEMATOLOGY
757,"Infections, female reproductive system w MCC",GYNECOLOGY
758,"Infections, female reproductive system w CC",GYNECOLOGY
759,"Infections, female reproductive system w/o CC/MCC",GYNECOLOGY
760,Menstrual & other female reproductive system disorders w CC/MCC,GYNECOLOGY
761,Menstrual & other female reproductive system disorders w/o CC/MCC,GYNECOLOGY
765,Cesarean section w CC/MCC,OBSTETRICS
766,Cesarean section w/o CC/MCC,OBSTETRICS
767,Vaginal delivery w sterilization &/or D&C,OBSTETRICS
768,Vaginal delivery w O.R. proc except steril &/or D&C,OBSTETRICS
769,Postpartum & post abortion diagnoses w O.R. procedure,OTHER OB
770,"Abortion w D&C, aspiration curettage or hysterotomy",OTHER OB
774,Vaginal delivery w complicating diagnoses,OBSTETRICS
775,Vaginal delivery w/o complicating diagnoses,OBSTETRICS
776,Postpartum & post abortion diagnoses w/o O.R. procedure,OTHER OB
777,Ectopic pregnancy,OTHER OB
778,Threatened abortion,OTHER OB
779,Abortion w/o D&C,OTHER OB
780,False labor,OTHER OB
781,Other antepartum diagnoses w medical complications,OTHER OB
782,Other antepartum diagnoses w/o medical complications,OTHER OB
789,"Neonates, died or transferred to another acute care facility",NEONATOLOGY
790,"Extreme immaturity or respiratory distress syndrome, neonate",NEONATOLOGY
791,Prematurity w major problems,NEONATOLOGY
792,Prematurity w/o major problems,NEONATOLOGY
793,Full term neonate w major problems,NEONATOLOGY
794,Neonate w other significant problems,NORMAL NEWBORN
795,Normal newborn,NORMAL NEWBORN
799,Splenectomy w MCC,GENERAL SURGERY
800,Splenectomy w CC,GENERAL SURGERY
801,Splenectomy w/o CC/MCC,GENERAL SURGERY
802,Other O.R. proc of the blood & blood forming organs w MCC,GENERAL SURGERY
803,Other O.R. proc of the blood & blood forming organs w CC,GENERAL SURGERY
804,Other O.R. proc of the blood & blood forming organs w/o CC/MCC,GENERAL SURGERY
808,Major hematol/immun diag exc sickle cell crisis & coagul w MCC,ONCOLOGY/HEMATOLOGY
809,Major hematol/immun diag exc sickle cell crisis & coagul w CC,ONCOLOGY/HEMATOLOGY
810,Major hematol/immun diag exc sickle cell crisis & coagul w/o CC/MCC,ONCOLOGY/HEMATOLOGY
811,Red blood cell disorders w MCC,ONCOLOGY/HEMATOLOGY
812,Red blood cell disorders w/o MCC,ONCOLOGY/HEMATOLOGY
813,Coagulation disorders,ONCOLOGY/HEMATOLOGY
814,Reticuloendothelial & immunity disorders w MCC,ONCOLOGY/HEMATOLOGY
815,Reticuloendothelial & immunity disorders w CC,ONCOLOGY/HEMATOLOGY
816,Reticuloendothelial & immunity disorders w/o CC/MCC,ONCOLOGY/HEMATOLOGY
820,Lymphoma & leukemia w major O.R. procedure w MCC,ONCOLOGY/HEMATOLOGY
821,Lymphoma & leukemia w major O.R. procedure w CC,ONCOLOGY/HEMATOLOGY
822,Lymphoma & leukemia w major O.R. procedure w/o CC/MCC,ONCOLOGY/HEMATOLOGY
823,Lymphoma & non-acute leukemia w other O.R. proc w MCC,ONCOLOGY/HEMATOLOGY
824,Lymphoma & non-acute leukemia w other O.R. proc w CC,ONCOLOGY/HEMATOLOGY
825,Lymphoma & non-acute leukemia w other O.R. proc w/o CC/MCC,ONCOLOGY/HEMATOLOGY
826,Myeloprolif disord or poorly diff neopl w maj O.R. proc w MCC,ONCOLOGY/HEMATOLOGY
827,Myeloprolif disord or poorly diff neopl w maj O.R. proc w CC,ONCOLOGY/HEMATOLOGY
828,Myeloprolif disord or poorly diff neopl w maj O.R. proc w/o CC/MCC,ONCOLOGY/HEMATOLOGY
829,Myeloprolif disord or poorly diff neopl w other O.R. proc w CC/MCC,ONCOLOGY/HEMATOLOGY
830,Myeloprolif disord or poorly diff neopl w other O.R. proc w/o CC/MCC,ONCOLOGY/HEMATOLOGY
834,Acute leukemia w/o major O.R. procedure w MCC,ONCOLOGY/HEMATOLOGY
835,Acute leukemia w/o major O.R. procedure w CC,ONCOLOGY/HEMATOLOGY
836,Acute leukemia w/o major O.R. procedure w/o CC/MCC,ONCOLOGY/HEMATOLOGY
837,Chemo w acute leukemia as sdx or w high dose chemo agent w MCC,ONCOLOGY/HEMATOLOGY
838,Chemo w acute leukemia as sdx w CC or high dose chemo agent,ONCOLOGY/HEMATOLOGY
839,Chemo w acute leukemia as sdx w/o CC/MCC,ONCOLOGY/HEMATOLOGY
840,Lymphoma & non-acute leukemia w MCC,ONCOLOGY/HEMATOLOGY
841,Lymphoma & non-acute leukemia w CC,ONCOLOGY/HEMATOLOGY
842,Lymphoma & non-acute leukemia w/o CC/MCC,ONCOLOGY/HEMATOLOGY
843,Other myeloprolif dis or poorly diff neopl diag w MCC,ONCOLOGY/HEMATOLOGY
844,Other myeloprolif dis or poorly diff neopl diag w CC,ONCOLOGY/HEMATOLOGY
845,Other myeloprolif dis or poorly diff neopl diag w/o CC/MCC,ONCOLOGY/HEMATOLOGY
846,Chemotherapy w/o acute leukemia as secondary diagnosis w MCC,ONCOLOGY/HEMATOLOGY
847,Chemotherapy w/o acute leukemia as secondary diagnosis w CC,ONCOLOGY/HEMATOLOGY
848,Chemotherapy w/o acute leukemia as secondary diagnosis w/o CC/MCC,ONCOLOGY/HEMATOLOGY
849,Radiotherapy,ONCOLOGY/HEMATOLOGY
853,Infectious & parasitic diseases w O.R. procedure w MCC,GENERAL SURGERY
854,Infectious & parasitic diseases w O.R. procedure w CC,GENERAL SURGERY
855,Infectious & parasitic diseases w O.R. procedure w/o CC/MCC,GENERAL SURGERY
856,Postoperative or post-traumatic infections w O.R. proc w MCC,GENERAL SURGERY
857,Postoperative or post-traumatic infections w O.R. proc w CC,GENERAL SURGERY
858,Postoperative or post-traumatic infections w O.R. proc w/o CC/MCC,GENERAL SURGERY
862,Postoperative & post-traumatic infections w MCC,GENERAL MEDICINE
863,Postoperative & post-traumatic infections w/o MCC,GENERAL MEDICINE
864,Fever of unknown origin,GENERAL MEDICINE
865,Viral illness w MCC,GENERAL MEDICINE
866,Viral illness w/o MCC,GENERAL MEDICINE
867,Other infectious & parasitic diseases diagnoses w MCC,GENERAL MEDICINE
868,Other infectious & parasitic diseases diagnoses w CC,GENERAL MEDICINE
869,Other infectious & parasitic diseases diagnoses w/o CC/MCC,GENERAL MEDICINE
870,Septicemia w MV 96+ hours,GENERAL MEDICINE
871,Septicemia w/o MV 96+ hours w MCC,GENERAL MEDICINE
872,Septicemia w/o MV 96+ hours w/o MCC,GENERAL MEDICINE
876,O.R. procedure w principal diagnoses of mental illness,PSYCHIATRY
880,Acute adjustment reaction & psychosocial dysfunction,PSYCHIATRY
881,Depressive neuroses,PSYCHIATRY
882,Neuroses except depressive,PSYCHIATRY
883,Disorders of personality & impulse control,PSYCHIATRY
884,Organic disturbances & mental retardation,PSYCHIATRY
885,Psychoses,PSYCHIATRY
886,Behavioral & developmental disorders,PSYCHIATRY
887,Other mental disorder diagnoses,PSYCHIATRY
894,"Alcohol/drug abuse or dependence, left ama",PSYCHIATRY
895,Alcohol/drug abuse or dependence w rehabilitation therapy,PSYCHIATRY
896,Alcohol/drug abuse or dependence w/o rehabilitation therapy w MCC,PSYCHIATRY
897,Alcohol/drug abuse or dependence w/o rehabilitation therapy w/o MCC,PSYCHIATRY
901,Wound debridements for injuries w MCC,GENERAL SURGERY
902,Wound debridements for injuries w CC,GENERAL SURGERY
903,Wound debridements for injuries w/o CC/MCC,GENERAL SURGERY
904,Skin grafts for injuries w CC/MCC,GENERAL SURGERY
905,Skin grafts for injuries w/o CC/MCC,GENERAL SURGERY
906,Hand procedures for injuries,OTHER ORTHOPAEDICS
907,Other O.R. procedures for injuries w MCC,GENERAL SURGERY
908,Other O.R. procedures for injuries w CC,GENERAL SURGERY
909,Other O.R. procedures for injuries w/o CC/MCC,GENERAL SURGERY
913,Traumatic injury w MCC,OTHER
914,Traumatic injury w/o MCC,OTHER
915,Allergic reactions w MCC,GENERAL MEDICINE
916,Allergic reactions w/o MCC,GENERAL MEDICINE
917,Poisoning & toxic effects of drugs w MCC,GENERAL MEDICINE
918,Poisoning & toxic effects of drugs w/o MCC,GENERAL MEDICINE
919,Complications of treatment w MCC,GENERAL MEDICINE
920,Complications of treatment w CC,GENERAL MEDICINE
921,Complications of treatment w/o CC/MCC,GENERAL MEDICINE
922,"Other injury, poisoning & toxic effect diag w MCC",GENERAL MEDICINE
923,"Other injury, poisoning & toxic effect diag w/o MCC",GENERAL MEDICINE
927,Extensive burns or full thickness burns w MV 96+ hrs w skin graft,GENERAL SURGERY
928,Full thickness burn w skin graft or inhal inj w CC/MCC,GENERAL SURGERY
929,Full thickness burn w skin graft or inhal inj w/o CC/MCC,GENERAL SURGERY
933,Extensive burns or full thickness burns w MV 96+ hrs w/o skin graft,GENERAL SURGERY
934,Full thickness burn w/o skin grft or inhal inj,GENERAL SURGERY
935,Non-extensive burns,GENERAL SURGERY
939,O.R. proc w diagnoses of other contact w health services w MCC,GENERAL SURGERY
940,O.R. proc w diagnoses of other contact w health services w CC,GENERAL SURGERY
941,O.R. proc w diagnoses of other contact w health services w/o CC/MCC,GENERAL SURGERY
945,Rehabilitation w CC/MCC,REHABILITATION
946,Rehabilitation w/o CC/MCC,REHABILITATION
947,Signs & symptoms w MCC,GENERAL MEDICINE
948,Signs & symptoms w/o MCC,GENERAL MEDICINE
949,Aftercare w CC/MCC,GENERAL MEDICINE
950,Aftercare w/o CC/MCC,GENERAL MEDICINE
951,Other factors influencing health status,GENERAL MEDICINE
955,Craniotomy for multiple significant trauma,OTHER
956,"Limb reattachment, hip & femur proc for multiple significant trauma",OTHER
957,Other O.R. procedures for multiple significant trauma w MCC,OTHER
958,Other O.R. procedures for multiple significant trauma w CC,OTHER
959,Other O.R. procedures for multiple significant trauma w/o CC/MCC,OTHER
963,Other multiple significant trauma w MCC,OTHER
964,Other multiple significant trauma w CC,OTHER
965,Other multiple significant trauma w/o CC/MCC,OTHER
969,HIV w extensive O.R. procedure w MCC,HIV
970,HIV w extensive O.R. procedure w/o MCC,HIV
974,HIV w major related condition w MCC,HIV
975,HIV w major related condition w CC,HIV
976,HIV w major related condition w/o CC/MCC,HIV
977,HIV w or w/o other related condition,HIV
981,Extensive O.R. procedure unrelated to principal diagnosis w MCC,OTHER
982,Extensive O.R. procedure unrelated to principal diagnosis w CC,OTHER
983,Extensive O.R. procedure unrelated to principal diagnosis w/o CC/MCC,OTHER
984,Prostatic O.R. procedure unrelated to principal diagnosis w MCC,UROLOGY
985,Prostatic O.R. procedure unrelated to principal diagnosis w CC,UROLOGY
986,Prostatic O.R. procedure unrelated to principal diagnosis w/o CC/MCC,UROLOGY
987,Non-extensive O.R. proc unrelated to principal diagnosis w MCC,OTHER
988,Non-extensive O.R. proc unrelated to principal diagnosis w CC,OTHER
989,Non-extensive O.R. proc unrelated to principal diagnosis w/o CC/MCC,OTHER
998,Principal diagnosis invalid as discharge diagnosis,GENERAL MEDICINE
999,Ungroupable,GENERAL MEDICINE
